2024-11-14 10:27:10 INFO SC001 (TO: TO_CO_TFTU000018, CO: CO_TFTU000018, PICK) driving to QC003; 31 s; 172693 mm
2024-11-14 11:06:54 INFO SC020 (TO: TO_CO_TFTU000190, CO: CO_TFTU000190, PICK) working at QC007; 60 s
2024-11-14 11:07:07 INFO SC002 (TO: TO_CO_TFTU000203, CO: CO_TFTU000203, PICK) finished at QC005
2024-11-14 11:07:07 INFO SC002 (TO: TO_CO_TFTU000203, CO: CO_TFTU000203, DROP) driving to WS008.01; 70 s; 386343 mm
2024-11-14 11:07:07 INFO SC003 (TO: TO_CO_TFTU000220, CO: CO_TFTU000220, PICK) working at QC001; 60 s
2024-11-14 11:07:10 INFO SC019 (TO: TO_CO_TFTU000186, CO: CO_TFTU000186, PICK) working at QC003; 60 s
2024-11-14 11:07:17 INFO SC018 (TO: TO_CO_TFTU000215, CO: CO_TFTU000215, PICK) working at QC005; 60 s
2024-11-14 11:07:25 INFO SC001 (TO: TO_CO_TFTU000201, CO: CO_TFTU000201, PICK) finished at QC005
2024-11-14 11:07:25 INFO SC001 (TO: TO_CO_TFTU000201, CO: CO_TFTU000201, DROP) driving to WS012.01; 106 s; 586343 mm
2024-11-14 11:07:25 INFO SC007 (TO: TO_CO_TFTU000223, CO: CO_TFTU000223, PICK) waited at QC005; 3 s
2024-11-14 11:07:25 INFO SC007 (TO: TO_CO_TFTU000223, CO: CO_TFTU000223, PICK) working at QC005; 60 s
2024-11-14 11:07:27 INFO SC014 (TO: TO_CO_TFTU000157, CO: CO_TFTU000157, DROP) finished at WS009.01
2024-11-14 11:07:27 INFO SC014 (TO: TO_CO_TFTU000222, CO: CO_TFTU000222, PICK) driving to QC003; 92 s; 510685 mm
2024-11-14 11:07:31 INFO SC006 (TO: TO_CO_TFTU000093, CO: CO_TFTU000093, DROP) finished at WS015.01
2024-11-14 11:07:31 INFO SC006 (TO: TO_CO_TFTU000172, CO: CO_TFTU000172, PICK) driving to QC006; 151 s; 836787 mm
2024-11-14 11:07:35 INFO SC011 (TO: TO_CO_TFTU000221, CO: CO_TFTU000221, PICK) working at QC003; 60 s
2024-11-14 11:07:38 INFO SC009 (TO: TO_CO_TFTU000211, CO: CO_TFTU000211, DROP) finished at WS001.01
2024-11-14 11:07:38 INFO SC009 (TO: TO_CO_TFTU000212, CO: CO_TFTU000212, PICK) driving to QC005; 25 s; 136343 mm
2024-11-14 11:07:54 INFO SC020 (TO: TO_CO_TFTU000190, CO: CO_TFTU000190, PICK) finished at QC007
2024-11-14 11:07:54 INFO SC020 (TO: TO_CO_TFTU000190, CO: CO_TFTU000190, DROP) driving to WS007.01; 97 s; 536377 mm
2024-11-14 11:08:01 INFO SC010 (TO: TO_CO_TFTU000169, CO: CO_TFTU000169, DROP) working at WS013.01; 60 s
2024-11-14 11:08:07 INFO SC004 (TO: TO_CO_TFTU000171, CO: CO_TFTU000171, PICK) working at QC006; 60 s
2024-11-14 11:08:07 INFO SC003 (TO: TO_CO_TFTU000220, CO: CO_TFTU000220, PICK) finished at QC001
2024-11-14 11:08:07 INFO SC003 (TO: TO_CO_TFTU000220, CO: CO_TFTU000220, DROP) driving to WS002.01; 65 s; 360685 mm
2024-11-14 11:08:10 INFO SC019 (TO: TO_CO_TFTU000186, CO: CO_TFTU000186, PICK) finished at QC003
2024-11-14 11:08:10 INFO SC019 (TO: TO_CO_TFTU000186, CO: CO_TFTU000186, DROP) driving to WS003.01; 56 s; 310685 mm
2024-11-14 11:08:10 INFO SC017 (TO: TO_CO_TFTU000148, CO: CO_TFTU000148, PICK) waited at QC003; 13 s
2024-11-14 11:08:10 INFO SC017 (TO: TO_CO_TFTU000148, CO: CO_TFTU000148, PICK) working at QC003; 60 s
2024-11-14 11:08:14 INFO SC008 (TO: TO_CO_TFTU000207, CO: CO_TFTU000207, DROP) working at WS003.01; 60 s
2024-11-14 11:08:15 INFO SC015 (TO: TO_CO_TFTU000136, CO: CO_TFTU000136, DROP) working at WS013.01; 60 s
2024-11-14 11:08:16 INFO SC002 (TO: TO_CO_TFTU000203, CO: CO_TFTU000203, DROP) working at WS008.01; 60 s
2024-11-14 11:08:17 INFO SC018 (TO: TO_CO_TFTU000215, CO: CO_TFTU000215, PICK) finished at QC005
2024-11-14 11:08:17 INFO SC018 (TO: TO_CO_TFTU000215, CO: CO_TFTU000215, DROP) driving to WS010.01; 88 s; 486343 mm
2024-11-14 11:08:17 INFO SC005 (TO: TO_CO_TFTU000214, CO: CO_TFTU000214, PICK) waited at QC005; 54 s
2024-11-14 11:08:17 INFO SC005 (TO: TO_CO_TFTU000214, CO: CO_TFTU000214, PICK) working at QC005; 60 s
2024-11-14 11:08:26 INFO SC007 (TO: TO_CO_TFTU000223, CO: CO_TFTU000223, PICK) finished at QC005
2024-11-14 11:08:26 INFO SC007 (TO: TO_CO_TFTU000223, CO: CO_TFTU000223, DROP) driving to WS008.01; 70 s; 386343 mm
2024-11-14 11:08:26 INFO SC009 (TO: TO_CO_TFTU000212, CO: CO_TFTU000212, PICK) waited at QC005; 23 s
2024-11-14 11:08:26 INFO SC009 (TO: TO_CO_TFTU000212, CO: CO_TFTU000212, PICK) working at QC005; 60 s
2024-11-14 11:08:35 INFO SC011 (TO: TO_CO_TFTU000221, CO: CO_TFTU000221, PICK) finished at QC003
2024-11-14 11:08:35 INFO SC011 (TO: TO_CO_TFTU000221, CO: CO_TFTU000221, DROP) driving to WS002.01; 47 s; 260685 mm
2024-11-14 11:08:37 INFO SC012 (TO: TO_CO_TFTU000209, CO: CO_TFTU000209, PICK) working at RAIL001.92; 60 s
2024-11-14 11:08:58 INFO SC013 (TO: TO_CO_TFTU000084, CO: CO_TFTU000084, PICK) working at QC007; 60 s
2024-11-14 11:08:59 INFO SC014 (TO: TO_CO_TFTU000222, CO: CO_TFTU000222, PICK) working at QC003; 60 s
2024-11-14 11:09:01 INFO SC010 (TO: TO_CO_TFTU000169, CO: CO_TFTU000169, DROP) finished at WS013.01
2024-11-14 11:09:01 INFO SC010 (TO: TO_CO_TFTU000213, CO: CO_TFTU000213, PICK) driving to QC001; 146 s; 810685 mm
2024-11-14 11:09:06 INFO SC019 (TO: TO_CO_TFTU000186, CO: CO_TFTU000186, DROP) working at WS003.01; 60 s
2024-11-14 11:09:07 INFO SC004 (TO: TO_CO_TFTU000171, CO: CO_TFTU000171, PICK) finished at QC006
2024-11-14 11:09:07 INFO SC004 (TO: TO_CO_TFTU000171, CO: CO_TFTU000171, DROP) driving to WS013.01; 133 s; 736787 mm
2024-11-14 11:09:10 INFO SC017 (TO: TO_CO_TFTU000148, CO: CO_TFTU000148, PICK) finished at QC003
2024-11-14 11:09:10 INFO SC017 (TO: TO_CO_TFTU000148, CO: CO_TFTU000148, DROP) driving to WS014.01; 137 s; 760685 mm
2024-11-14 11:09:11 INFO SC001 (TO: TO_CO_TFTU000201, CO: CO_TFTU000201, DROP) working at WS012.01; 60 s
2024-11-14 11:09:12 INFO SC003 (TO: TO_CO_TFTU000220, CO: CO_TFTU000220, DROP) working at WS002.01; 60 s
2024-11-14 11:09:14 INFO SC008 (TO: TO_CO_TFTU000207, CO: CO_TFTU000207, DROP) finished at WS003.01
2024-11-14 11:09:14 INFO SC008 (TO: TO_CO_TFTU000144, CO: CO_TFTU000144, PICK) driving to QC006; 61 s; 336787 mm
2024-11-14 11:09:14 INFO SC016 (TO: TO_CO_TFTU000101, CO: CO_TFTU000101, PICK) working at QC006; 60 s
2024-11-14 11:09:15 INFO SC015 (TO: TO_CO_TFTU000136, CO: CO_TFTU000136, DROP) finished at WS013.01
2024-11-14 11:09:15 INFO SC015 (TO: TO_CO_TFTU000210, CO: CO_TFTU000210, PICK) driving to QC005; 115 s; 636343 mm
2024-11-14 11:09:16 INFO SC002 (TO: TO_CO_TFTU000203, CO: CO_TFTU000203, DROP) finished at WS008.01
2024-11-14 11:09:16 INFO SC002 (TO: TO_CO_TFTU000197, CO: CO_TFTU000197, PICK) driving to QC005; 70 s; 386343 mm
2024-11-14 11:09:18 INFO SC005 (TO: TO_CO_TFTU000214, CO: CO_TFTU000214, PICK) finished at QC005
2024-11-14 11:09:18 INFO SC005 (TO: TO_CO_TFTU000214, CO: CO_TFTU000214, DROP) driving to WS003.01; 43 s; 236343 mm
2024-11-14 11:09:22 INFO SC011 (TO: TO_CO_TFTU000221, CO: CO_TFTU000221, DROP) working at WS002.01; 60 s
2024-11-14 11:09:26 INFO SC009 (TO: TO_CO_TFTU000212, CO: CO_TFTU000212, PICK) finished at QC005
2024-11-14 11:09:26 INFO SC009 (TO: TO_CO_TFTU000212, CO: CO_TFTU000212, DROP) driving to WS003.01; 43 s; 236343 mm
2024-11-14 11:09:31 INFO SC020 (TO: TO_CO_TFTU000190, CO: CO_TFTU000190, DROP) working at WS007.01; 60 s
2024-11-14 11:09:35 INFO SC007 (TO: TO_CO_TFTU000223, CO: CO_TFTU000223, DROP) working at WS008.01; 60 s
2024-11-14 11:09:37 INFO SC012 (TO: TO_CO_TFTU000209, CO: CO_TFTU000209, PICK) finished at RAIL001.92
2024-11-14 11:09:37 INFO SC012 (TO: TO_CO_TFTU000209, CO: CO_TFTU000209, DROP) driving to WS012.01; 102 s; 563833 mm
2024-11-14 11:09:45 INFO SC018 (TO: TO_CO_TFTU000215, CO: CO_TFTU000215, DROP) working at WS010.01; 60 s
2024-11-14 11:09:58 INFO SC013 (TO: TO_CO_TFTU000084, CO: CO_TFTU000084, PICK) finished at QC007
2024-11-14 11:09:58 INFO SC013 (TO: TO_CO_TFTU000084, CO: CO_TFTU000084, DROP) driving to WS014.01; 160 s; 886377 mm
2024-11-14 11:09:59 INFO SC014 (TO: TO_CO_TFTU000222, CO: CO_TFTU000222, PICK) finished at QC003
2024-11-14 11:09:59 INFO SC014 (TO: TO_CO_TFTU000222, CO: CO_TFTU000222, DROP) driving to WS007.01; 74 s; 410685 mm
2024-11-14 11:10:00 INFO SC005 (TO: TO_CO_TFTU000214, CO: CO_TFTU000214, DROP) working at WS003.01; 60 s
2024-11-14 11:10:02 INFO SC006 (TO: TO_CO_TFTU000172, CO: CO_TFTU000172, PICK) working at QC006; 60 s
2024-11-14 11:10:06 INFO SC019 (TO: TO_CO_TFTU000186, CO: CO_TFTU000186, DROP) finished at WS003.01
2024-11-14 11:10:06 INFO SC019 (TO: TO_CO_TFTU000182, CO: CO_TFTU000182, PICK) driving to QC006; 61 s; 336787 mm
2024-11-14 11:10:09 INFO SC009 (TO: TO_CO_TFTU000212, CO: CO_TFTU000212, DROP) working at WS003.01; 60 s
2024-11-14 11:10:11 INFO SC001 (TO: TO_CO_TFTU000201, CO: CO_TFTU000201, DROP) finished at WS012.01
2024-11-14 11:10:11 INFO SC001 (TO: TO_CO_TFTU000205, CO: CO_TFTU000205, PICK) driving to QC006; 124 s; 686787 mm
2024-11-14 11:10:12 INFO SC003 (TO: TO_CO_TFTU000220, CO: CO_TFTU000220, DROP) finished at WS002.01
2024-11-14 11:10:12 INFO SC003 (TO: TO_CO_TFTU000226, CO: CO_TFTU000226, PICK) driving to QC005; 34 s; 186343 mm
2024-11-14 11:10:14 INFO SC016 (TO: TO_CO_TFTU000101, CO: CO_TFTU000101, PICK) finished at QC006
2024-11-14 11:10:14 INFO SC016 (TO: TO_CO_TFTU000101, CO: CO_TFTU000101, DROP) driving to WS015.01; 151 s; 836787 mm
2024-11-14 11:10:15 INFO SC008 (TO: TO_CO_TFTU000144, CO: CO_TFTU000144, PICK) working at QC006; 60 s
2024-11-14 11:10:22 INFO SC011 (TO: TO_CO_TFTU000221, CO: CO_TFTU000221, DROP) finished at WS002.01
2024-11-14 11:10:22 INFO SC011 (TO: TO_CO_TFTU000225, CO: CO_TFTU000225, PICK) driving to QC005; 34 s; 186343 mm
2024-11-14 11:10:26 INFO SC002 (TO: TO_CO_TFTU000197, CO: CO_TFTU000197, PICK) working at QC005; 60 s
2024-11-14 11:10:31 INFO SC020 (TO: TO_CO_TFTU000190, CO: CO_TFTU000190, DROP) finished at WS007.01
2024-11-14 11:10:31 INFO SC020 (TO: TO_CO_TFTU000230, CO: CO_TFTU000230, PICK) driving to QC006; 79 s; 436787 mm
2024-11-14 11:10:35 INFO SC007 (TO: TO_CO_TFTU000223, CO: CO_TFTU000223, DROP) finished at WS008.01
2024-11-14 11:10:35 INFO SC007 (TO: TO_CO_TFTU000168, CO: CO_TFTU000168, PICK) driving to QC006; 88 s; 486787 mm
2024-11-14 11:10:45 INFO SC018 (TO: TO_CO_TFTU000215, CO: CO_TFTU000215, DROP) finished at WS010.01
2024-11-14 11:10:45 INFO SC018 (TO: TO_CO_TFTU000229, CO: CO_TFTU000229, PICK) driving to RAIL001.50; 106 s; 589833 mm
2024-11-14 11:10:46 INFO SC003 (TO: TO_CO_TFTU000226, CO: CO_TFTU000226, PICK) working at QC005; 60 s
2024-11-14 11:11:00 INFO SC005 (TO: TO_CO_TFTU000214, CO: CO_TFTU000214, DROP) finished at WS003.01
2024-11-14 11:11:00 INFO SC005 (TO: TO_CO_TFTU000177, CO: CO_TFTU000177, PICK) driving to QC007; 79 s; 436377 mm
2024-11-14 11:11:02 INFO SC006 (TO: TO_CO_TFTU000172, CO: CO_TFTU000172, PICK) finished at QC006
2024-11-14 11:11:02 INFO SC006 (TO: TO_CO_TFTU000172, CO: CO_TFTU000172, DROP) driving to WS014.01; 142 s; 786787 mm
2024-11-14 11:11:07 INFO SC019 (TO: TO_CO_TFTU000182, CO: CO_TFTU000182, PICK) working at QC006; 60 s
2024-11-14 11:11:09 INFO SC009 (TO: TO_CO_TFTU000212, CO: CO_TFTU000212, DROP) finished at WS003.01
2024-11-14 11:11:09 INFO SC009 (TO: TO_CO_TFTU000163, CO: CO_TFTU000163, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 11:11:13 INFO SC014 (TO: TO_CO_TFTU000222, CO: CO_TFTU000222, DROP) working at WS007.01; 60 s
2024-11-14 11:11:15 INFO SC008 (TO: TO_CO_TFTU000144, CO: CO_TFTU000144, PICK) finished at QC006
2024-11-14 11:11:15 INFO SC008 (TO: TO_CO_TFTU000144, CO: CO_TFTU000144, DROP) driving to WS014.01; 142 s; 786787 mm
2024-11-14 11:11:19 INFO SC012 (TO: TO_CO_TFTU000209, CO: CO_TFTU000209, DROP) working at WS012.01; 60 s
2024-11-14 11:11:20 INFO SC004 (TO: TO_CO_TFTU000171, CO: CO_TFTU000171, DROP) working at WS013.01; 60 s
2024-11-14 11:11:26 INFO SC002 (TO: TO_CO_TFTU000197, CO: CO_TFTU000197, PICK) finished at QC005
2024-11-14 11:11:26 INFO SC002 (TO: TO_CO_TFTU000197, CO: CO_TFTU000197, DROP) driving to WS013.01; 115 s; 636343 mm
2024-11-14 11:11:26 INFO SC011 (TO: TO_CO_TFTU000225, CO: CO_TFTU000225, PICK) waited at QC005; 30 s
2024-11-14 11:11:26 INFO SC011 (TO: TO_CO_TFTU000225, CO: CO_TFTU000225, PICK) working at QC005; 60 s
2024-11-14 11:11:27 INFO SC010 (TO: TO_CO_TFTU000213, CO: CO_TFTU000213, PICK) working at QC001; 60 s
2024-11-14 11:11:27 INFO SC017 (TO: TO_CO_TFTU000148, CO: CO_TFTU000148, DROP) working at WS014.01; 60 s
2024-11-14 11:11:46 INFO SC003 (TO: TO_CO_TFTU000226, CO: CO_TFTU000226, PICK) finished at QC005
2024-11-14 11:11:46 INFO SC003 (TO: TO_CO_TFTU000226, CO: CO_TFTU000226, DROP) driving to WS003.01; 43 s; 236343 mm
2024-11-14 11:11:46 INFO SC015 (TO: TO_CO_TFTU000210, CO: CO_TFTU000210, PICK) waited at QC005; 36 s
2024-11-14 11:11:46 INFO SC015 (TO: TO_CO_TFTU000210, CO: CO_TFTU000210, PICK) working at QC005; 60 s
2024-11-14 11:11:50 INFO SC020 (TO: TO_CO_TFTU000230, CO: CO_TFTU000230, PICK) working at QC006; 60 s
2024-11-14 11:12:07 INFO SC019 (TO: TO_CO_TFTU000182, CO: CO_TFTU000182, PICK) finished at QC006
2024-11-14 11:12:07 INFO SC019 (TO: TO_CO_TFTU000182, CO: CO_TFTU000182, DROP) driving to WS012.01; 124 s; 686787 mm
2024-11-14 11:12:07 INFO SC007 (TO: TO_CO_TFTU000168, CO: CO_TFTU000168, PICK) waited at QC006; 4 s
2024-11-14 11:12:07 INFO SC007 (TO: TO_CO_TFTU000168, CO: CO_TFTU000168, PICK) working at QC006; 60 s
2024-11-14 11:12:13 INFO SC014 (TO: TO_CO_TFTU000222, CO: CO_TFTU000222, DROP) finished at WS007.01
2024-11-14 11:12:13 INFO SC014 (TO: TO_CO_TFTU000188, CO: CO_TFTU000188, PICK) driving to QC005; 61 s; 336343 mm
2024-11-14 11:12:19 INFO SC005 (TO: TO_CO_TFTU000177, CO: CO_TFTU000177, PICK) working at QC007; 60 s
2024-11-14 11:12:19 INFO SC012 (TO: TO_CO_TFTU000209, CO: CO_TFTU000209, DROP) finished at WS012.01
2024-11-14 11:12:19 INFO SC012 (TO: TO_CO_TFTU000231, CO: CO_TFTU000231, PICK) driving to QC005; 106 s; 586343 mm
2024-11-14 11:12:20 INFO SC004 (TO: TO_CO_TFTU000171, CO: CO_TFTU000171, DROP) finished at WS013.01
2024-11-14 11:12:20 INFO SC004 (TO: TO_CO_TFTU000234, CO: CO_TFTU000234, PICK) driving to QC001; 146 s; 810685 mm
2024-11-14 11:12:27 INFO SC011 (TO: TO_CO_TFTU000225, CO: CO_TFTU000225, PICK) finished at QC005
2024-11-14 11:12:27 INFO SC011 (TO: TO_CO_TFTU000225, CO: CO_TFTU000225, DROP) driving to WS003.01; 43 s; 236343 mm
2024-11-14 11:12:27 INFO SC009 (TO: TO_CO_TFTU000163, CO: CO_TFTU000163, PICK) waited at QC005; 35 s
2024-11-14 11:12:27 INFO SC009 (TO: TO_CO_TFTU000163, CO: CO_TFTU000163, PICK) working at QC005; 60 s
2024-11-14 11:12:27 INFO SC010 (TO: TO_CO_TFTU000213, CO: CO_TFTU000213, PICK) finished at QC001
2024-11-14 11:12:27 INFO SC010 (TO: TO_CO_TFTU000213, CO: CO_TFTU000213, DROP) driving to WS008.01; 101 s; 560685 mm
2024-11-14 11:12:27 INFO SC017 (TO: TO_CO_TFTU000148, CO: CO_TFTU000148, DROP) finished at WS014.01
2024-11-14 11:12:27 INFO SC017 (TO: TO_CO_TFTU000217, CO: CO_TFTU000217, PICK) driving to QC005; 124 s; 686343 mm
2024-11-14 11:12:29 INFO SC003 (TO: TO_CO_TFTU000226, CO: CO_TFTU000226, DROP) working at WS003.01; 60 s
2024-11-14 11:12:31 INFO SC018 (TO: TO_CO_TFTU000229, CO: CO_TFTU000229, PICK) working at RAIL001.50; 60 s
2024-11-14 11:12:38 INFO SC013 (TO: TO_CO_TFTU000084, CO: CO_TFTU000084, DROP) working at WS014.01; 60 s
2024-11-14 11:12:45 INFO SC016 (TO: TO_CO_TFTU000101, CO: CO_TFTU000101, DROP) working at WS015.01; 60 s
2024-11-14 11:12:47 INFO SC015 (TO: TO_CO_TFTU000210, CO: CO_TFTU000210, PICK) finished at QC005
2024-11-14 11:12:47 INFO SC015 (TO: TO_CO_TFTU000210, CO: CO_TFTU000210, DROP) driving to WS014.01; 124 s; 686343 mm
2024-11-14 11:12:50 INFO SC020 (TO: TO_CO_TFTU000230, CO: CO_TFTU000230, PICK) finished at QC006
2024-11-14 11:12:50 INFO SC020 (TO: TO_CO_TFTU000230, CO: CO_TFTU000230, DROP) driving to WS007.01; 79 s; 436787 mm
2024-11-14 11:12:50 INFO SC001 (TO: TO_CO_TFTU000205, CO: CO_TFTU000205, PICK) waited at QC006; 35 s
2024-11-14 11:12:50 INFO SC001 (TO: TO_CO_TFTU000205, CO: CO_TFTU000205, PICK) working at QC006; 60 s
2024-11-14 11:13:08 INFO SC007 (TO: TO_CO_TFTU000168, CO: CO_TFTU000168, PICK) finished at QC006
2024-11-14 11:13:08 INFO SC007 (TO: TO_CO_TFTU000168, CO: CO_TFTU000168, DROP) driving to WS015.01; 151 s; 836787 mm
2024-11-14 11:13:09 INFO SC011 (TO: TO_CO_TFTU000225, CO: CO_TFTU000225, DROP) working at WS003.01; 60 s
2024-11-14 11:13:14 INFO SC014 (TO: TO_CO_TFTU000188, CO: CO_TFTU000188, PICK) working at QC005; 60 s
2024-11-14 11:13:19 INFO SC005 (TO: TO_CO_TFTU000177, CO: CO_TFTU000177, PICK) finished at QC007
2024-11-14 11:13:19 INFO SC005 (TO: TO_CO_TFTU000177, CO: CO_TFTU000177, DROP) driving to WS012.01; 142 s; 786377 mm
2024-11-14 11:13:21 INFO SC002 (TO: TO_CO_TFTU000197, CO: CO_TFTU000197, DROP) working at WS013.01; 60 s
2024-11-14 11:13:24 INFO SC006 (TO: TO_CO_TFTU000172, CO: CO_TFTU000172, DROP) working at WS014.01; 60 s
2024-11-14 11:13:27 INFO SC009 (TO: TO_CO_TFTU000163, CO: CO_TFTU000163, PICK) finished at QC005
2024-11-14 11:13:27 INFO SC009 (TO: TO_CO_TFTU000163, CO: CO_TFTU000163, DROP) driving to WS016.01; 142 s; 786343 mm
2024-11-14 11:13:29 INFO SC003 (TO: TO_CO_TFTU000226, CO: CO_TFTU000226, DROP) finished at WS003.01
2024-11-14 11:13:29 INFO SC003 (TO: TO_CO_TFTU000194, CO: CO_TFTU000194, PICK) driving to QC006; 61 s; 336787 mm
2024-11-14 11:13:31 INFO SC018 (TO: TO_CO_TFTU000229, CO: CO_TFTU000229, PICK) finished at RAIL001.50
2024-11-14 11:13:31 INFO SC018 (TO: TO_CO_TFTU000229, CO: CO_TFTU000229, DROP) driving to WS010.01; 106 s; 589833 mm
2024-11-14 11:13:38 INFO SC013 (TO: TO_CO_TFTU000084, CO: CO_TFTU000084, DROP) finished at WS014.01
2024-11-14 11:13:38 INFO SC013 (TO: TO_CO_TFTU000241, CO: CO_TFTU000241, PICK) driving to QC004; 119 s; 661202 mm
2024-11-14 11:13:38 INFO SC008 (TO: TO_CO_TFTU000144, CO: CO_TFTU000144, DROP) working at WS014.01; 61 s
2024-11-14 11:13:45 INFO SC016 (TO: TO_CO_TFTU000101, CO: CO_TFTU000101, DROP) finished at WS015.01
2024-11-14 11:13:45 INFO SC016 (TO: TO_CO_TFTU000239, CO: CO_TFTU000239, PICK) driving to QC005; 133 s; 736343 mm
2024-11-14 11:13:51 INFO SC001 (TO: TO_CO_TFTU000205, CO: CO_TFTU000205, PICK) finished at QC006
2024-11-14 11:13:51 INFO SC001 (TO: TO_CO_TFTU000205, CO: CO_TFTU000205, DROP) driving to WS013.01; 133 s; 736787 mm
2024-11-14 11:14:05 INFO SC012 (TO: TO_CO_TFTU000231, CO: CO_TFTU000231, PICK) working at QC005; 60 s
2024-11-14 11:14:08 INFO SC010 (TO: TO_CO_TFTU000213, CO: CO_TFTU000213, DROP) working at WS008.01; 60 s
2024-11-14 11:14:09 INFO SC020 (TO: TO_CO_TFTU000230, CO: CO_TFTU000230, DROP) working at WS007.01; 60 s
2024-11-14 11:14:09 INFO SC011 (TO: TO_CO_TFTU000225, CO: CO_TFTU000225, DROP) finished at WS003.01
2024-11-14 11:14:09 INFO SC011 (TO: TO_CO_TFTU000185, CO: CO_TFTU000185, PICK) driving to QC003; 56 s; 310685 mm
2024-11-14 11:14:11 INFO SC019 (TO: TO_CO_TFTU000182, CO: CO_TFTU000182, DROP) working at WS012.01; 60 s
2024-11-14 11:14:14 INFO SC014 (TO: TO_CO_TFTU000188, CO: CO_TFTU000188, PICK) finished at QC005
2024-11-14 11:14:14 INFO SC014 (TO: TO_CO_TFTU000188, CO: CO_TFTU000188, DROP) driving to WS015.01; 133 s; 736343 mm
2024-11-14 11:14:21 INFO SC002 (TO: TO_CO_TFTU000197, CO: CO_TFTU000197, DROP) finished at WS013.01
2024-11-14 11:14:21 INFO SC002 (TO: TO_CO_TFTU000050, CO: CO_TFTU000050, PICK) driving to QC007; 151 s; 836377 mm
2024-11-14 11:14:24 INFO SC006 (TO: TO_CO_TFTU000172, CO: CO_TFTU000172, DROP) finished at WS014.01
2024-11-14 11:14:24 INFO SC006 (TO: TO_CO_TFTU000228, CO: CO_TFTU000228, PICK) driving to QC005; 124 s; 686343 mm
2024-11-14 11:14:30 INFO SC003 (TO: TO_CO_TFTU000194, CO: CO_TFTU000194, PICK) working at QC006; 60 s
2024-11-14 11:14:31 INFO SC017 (TO: TO_CO_TFTU000217, CO: CO_TFTU000217, PICK) working at QC005; 60 s
2024-11-14 11:14:40 INFO SC008 (TO: TO_CO_TFTU000144, CO: CO_TFTU000144, DROP) finished at WS014.01
2024-11-14 11:14:40 INFO SC008 (TO: TO_CO_TFTU000240, CO: CO_TFTU000240, PICK) driving to QC005; 124 s; 686343 mm
2024-11-14 11:14:46 INFO SC004 (TO: TO_CO_TFTU000234, CO: CO_TFTU000234, PICK) working at QC001; 60 s
2024-11-14 11:14:50 INFO SC015 (TO: TO_CO_TFTU000210, CO: CO_TFTU000210, DROP) working at WS014.01; 60 s
2024-11-14 11:15:05 INFO SC012 (TO: TO_CO_TFTU000231, CO: CO_TFTU000231, PICK) finished at QC005
2024-11-14 11:15:05 INFO SC012 (TO: TO_CO_TFTU000231, CO: CO_TFTU000231, DROP) driving to WS008.01; 70 s; 386343 mm
2024-11-14 11:15:05 INFO SC011 (TO: TO_CO_TFTU000185, CO: CO_TFTU000185, PICK) working at QC003; 60 s
2024-11-14 11:15:08 INFO SC010 (TO: TO_CO_TFTU000213, CO: CO_TFTU000213, DROP) finished at WS008.01
2024-11-14 11:15:08 INFO SC010 (TO: TO_CO_TFTU000238, CO: CO_TFTU000238, PICK) driving to QC005; 70 s; 386343 mm
2024-11-14 11:15:09 INFO SC020 (TO: TO_CO_TFTU000230, CO: CO_TFTU000230, DROP) finished at WS007.01
2024-11-14 11:15:09 INFO SC020 (TO: TO_CO_TFTU000235, CO: CO_TFTU000235, PICK) driving to QC005; 61 s; 336343 mm
2024-11-14 11:15:11 INFO SC019 (TO: TO_CO_TFTU000182, CO: CO_TFTU000182, DROP) finished at WS012.01
2024-11-14 11:15:11 INFO SC019 (TO: TO_CO_TFTU000233, CO: CO_TFTU000233, PICK) driving to QC007; 142 s; 786377 mm
2024-11-14 11:15:18 INFO SC018 (TO: TO_CO_TFTU000229, CO: CO_TFTU000229, DROP) working at WS010.01; 61 s
2024-11-14 11:15:30 INFO SC003 (TO: TO_CO_TFTU000194, CO: CO_TFTU000194, PICK) finished at QC006
2024-11-14 11:15:30 INFO SC003 (TO: TO_CO_TFTU000194, CO: CO_TFTU000194, DROP) driving to WS012.01; 124 s; 686787 mm
2024-11-14 11:15:31 INFO SC017 (TO: TO_CO_TFTU000217, CO: CO_TFTU000217, PICK) finished at QC005
2024-11-14 11:15:31 INFO SC017 (TO: TO_CO_TFTU000217, CO: CO_TFTU000217, DROP) driving to WS015.01; 133 s; 736343 mm
2024-11-14 11:15:37 INFO SC013 (TO: TO_CO_TFTU000241, CO: CO_TFTU000241, PICK) working at QC004; 60 s
2024-11-14 11:15:38 INFO SC007 (TO: TO_CO_TFTU000168, CO: CO_TFTU000168, DROP) working at WS015.01; 60 s
2024-11-14 11:15:41 INFO SC005 (TO: TO_CO_TFTU000177, CO: CO_TFTU000177, DROP) working at WS012.01; 60 s
2024-11-14 11:15:46 INFO SC004 (TO: TO_CO_TFTU000234, CO: CO_TFTU000234, PICK) finished at QC001
2024-11-14 11:15:46 INFO SC004 (TO: TO_CO_TFTU000234, CO: CO_TFTU000234, DROP) driving to WS003.01; 74 s; 410685 mm
2024-11-14 11:15:49 INFO SC009 (TO: TO_CO_TFTU000163, CO: CO_TFTU000163, DROP) working at WS016.01; 60 s
